55327,10275,CSPOAA,13262,33805
73448,10268,BPLAS,11172,38333
41390,10295,CZNSIA,12563,30302
45053,10325,CBSSIA,12754,21721
411,10296,AMLISA,10389,30150
56957,10290,CAENAA,13349,34222
4432,10263,AAFAIA,12739,10178
69961,10240,BRIGSA,13998,37442
52311,10286,ADURS,13108,11204
36484,10287,BDROI,14335,39166
79790,10257,CIULM,14495,23618
70923,10326,CPGUS,14048,37709
35050,10280,AAMMNA,14249,10263
55712,10247,ASHUIA,13299,14624
66251,10261,CHNAS,11658,36577
73237,10268,BPLAS,14174,38339
20600,10337,BCRNI,13521,35135
550,10296,AMLISA,12524,30136
40462,10296,AMLISA,12527,30172
7458,10323,OENS,12361,31835
19180,10294,CCSOAA,13453,34745
59073,10294,CCSOAA,13448,21976
64064,10316,AQINS,10545,36071
1709,10250,AEBII,12598,11397
64071,10316,AQINS,13708,36065
49592,10314,BDESS,12964,32383
31392,10243,BBII,11289,37818
79673,10257,CIULM,14496,39939
22319,10333,AAOLE,13603,35567
7841,10305,CNIAA,12892,31903
37285,10277,AENBI,14368,11413
22837,10301,AFRBIA,13658,35746
56562,10256,CVERSA,13332,34165
44666,10263,AAFAIA,12735,31155
17603,10271,BPAYIA,13379,34432
75045,10280,AAMMNA,14253,10253
17872,10271,BPAYIA,13395,34492
40044,10331,BCOGR,12519,15939
57247,10258,BMAUA,13367,34380
68058,10273,AGBAS,13912,11848
58735,10262,AEDEIA,13428,34683
5824,10249,ATEBA,12781,14976
1818,10250,AEBII,12596,30452
53236,10267,CSUNI,13163,33348
59800,10320,BFNTAA,13492,34940
14751,10307,ACURSA,13226,33662
70072,10245,THAR,14002,29607
27529,10317,RGIA,13859,29124
32397,10283,CFSOS,14102,38077
2484,10289,CTIRAA,12059,30649
34066,10264,CLNUS,14212,38516
50800,10315,CDIAIA,13026,32622
19179,10294,CCSOAA,11495,34707
65983,10319,CPNEI,13798,36414
35005,10280,AAMMNA,14247,38724
69940,10240,BRIGSA,13982,19733
51148,10265,CPTUS,13053,32764
70835,10326,CPGUS,14042,37719
77366,10277,AENBI,14360,11406
15260,10275,CSPOAA,12005,33836
73354,10268,BPLAS,14173,38382
23519,10303,BNITSA,11063,35841
66912,10281,VCUA,13842,36744
73986,10300,CTBAA,14197,26398
32510,10329,CSDES,14135,38191
17619,10271,BPAYIA,13389,19099
54723,10307,ACURSA,13239,11094
18778,10262,AEDEIA,10188,11490
10232,10318,ABYRAA,13015,32558
65083,10253,LLAR,12269,36216
7745,10305,CNIAA,12890,24669
47443,10323,OENS,12871,28904
16199,10246,CCNASA,13308,34086
14374,10266,BPETS,11112,18889
3694,10244,BRDUAA,12683,19595
4450,10263,AAFAIA,12723,10184
65081,10253,LLAR,13755,28139
26841,10281,VCUA,13851,36759
79783,10257,CIULM,14484,39942
69121,10270,KANS,13939,37240
45086,10325,CBSSIA,12740,21735
74471,10448,AABIS,14236,10334
18385,10302,BOENXA,13407,34587
60499,10337,BCRNI,13535,16031
77084,10021,AAANI,14348,39251
59690,10320,BFNTAA,13496,34905
66701,10324,CCLEA,13826,36604
60387,10288,CGAIE,13512,35000
52800,10299,AACIMA,13124,10390
55423,10275,CSPOAA,13269,26052
10557,10315,CDIAIA,11568,22520
54260,10266,BPETS,13217,33527
69428,10310,CJIAEA,13963,37340
65311,10274,BWTZI,13764,36387
24876,10253,LLAR,13753,36251
4821,10325,CBSSIA,12746,31242
66415,10324,CCLEA,13826,36685
3463,10255,CHPISA,12671,30894
12366,10286,ADURS,13117,33011
36488,10287,BDROI,14338,39134
45044,10325,CBSSIA,12742,31258
46133,10251,ATNTI,10634,15046
10619,10315,CDIAIA,13035,32675
10427,10315,CDIAIA,13036,32671
67994,10254,CFLOAA,11618,22937
49806,10322,CPIFIA,12989,32447
14991,10328,AGTISA,10247,33775
58383,10302,BOENXA,13406,18667
42551,10289,CTIRAA,12639,26442
8818,10298,CMATM,12954,32218
69727,10240,BRIGSA,11215,19724
47464,10323,OENS,12879,28901
47521,10323,OENS,12872,28908
77106,10021,AAANI,14351,39275
26995,10281,VCUA,13849,36781
42082,10321,AOLE,10435,30582
69711,10240,BRIGSA,13989,37456
69942,10240,BRIGSA,13984,37446
19342,10241,CMHOIA,13466,24431
53555,10267,CSUNI,13177,33300
52920,10285,CCZES,13142,22230
29688,10240,BRIGSA,11218,37422
63076,10301,AFRBIA,13639,11712
64501,10272,CUTRAA,13726,36191
5376,10306,BSTISA,12777,31341
45118,10325,CBSSIA,12759,31289
40651,10296,AMLISA,12528,30115
54312,10266,BPETS,13204,33569
77433,10277,AENBI,14363,39375
73579,10268,BPLAS,14169,19380
55075,10328,AGTISA,10247,33770
40475,10296,AMLISA,12532,30150
23932,10311,AMOSSA,13681,35929
52962,10285,CCZES,13158,33240
6385,10251,ATNTI,12800,15050
37690,10121,AAAPSA,14393,39446
33221,10268,BPLAS,14168,38391
51206,10313,SECI,12441,32820
28698,10252,CNCYE,13936,37126
47462,10323,OENS,12362,31880
58568,10262,AEDEIA,13424,34696
56439,10256,CVERSA,13329,34156
41821,10250,AEBII,12593,30458
64937,10253,LLAR,13748,28144
12338,10286,ADURS,13107,33086
71445,10243,BBII,14065,20296
58606,10262,AEDEIA,13435,34699
78134,10041,AHMOIA,14415,12188
39363,10176,UGWS,14465,39824
17393,10258,BMAUA,13373,18083
63366,10303,BNITSA,13674,35872
79921,10257,CIULM,14492,39924
78879,10053,CQSIRA,11920,39712
63282,10303,BNITSA,13659,35851
36168,10292,BHELIA,14316,39078
69706,10240,BRIGSA,13995,37419
5429,10306,BSTISA,12777,31349
77439,10277,AENBI,14371,39368
19021,10294,CCSOAA,13456,34768
43709,10244,BRDUAA,12692,30985
22845,10301,AFRBIA,13644,11692
9565,10314,BDESS,10805,16475
20914,10304,CVNSI,12099,26792
70262,10245,THAR,14018,29623
61213,10248,CSENX,13563,25900
37884,10121,AAAPSA,14392,10488
79255,10176,UGWS,14464,39877
64257,10316,AQINS,13705,36049
33716,10300,CTBAA,14197,26375
59827,10320,BFNTAA,13486,34988
77286,10277,AENBI,14374,39306
74832,10280,AAMMNA,14247,38760
55099,10328,AGTISA,13249,33797
36949,10021,AAANI,14340,39294
31681,10336,MOIS,14095,28576
71067,10326,CPGUS,11861,24893
44328,10259,APAER,10528,14229
12254,10286,ADURS,13111,11232
79457,10176,UGWS,14461,39867
6264,10251,ATNTI,12800,31555
76919,10021,AAANI,14350,39256
24650,10272,CUTRAA,13728,36102
478,10296,AMLISA,12533,13106
40307,10331,BCOGR,10740,15947
74854,10280,AAMMNA,14257,38727
19272,10241,CMHOIA,11801,24415
18454,10262,AEDEIA,13433,34607
40515,10296,AMLISA,12521,13091
11560,10313,SECI,12442,32808
9408,10314,BDESS,10809,32392
17972,10271,BPAYIA,13381,19088
41491,10295,CZNSIA,12569,30362
46911,10279,CTNNIA,12857,31722
66749,10324,CCLEA,13819,36633
44597,10263,AAFAIA,10024,10174
36280,10292,BHELIA,14306,39034
37830,10121,AAAPSA,14397,39411
52832,10285,CCZES,13159,22212
38569,10043,CMULMA,14434,24145
13173,10285,CCZES,13148,33208
47234,10323,OENS,12866,31801
79095,10053,CQSIRA,14441,39710
72534,10329,CSDES,11971,25789
37279,10277,AENBI,10179,39340
42037,10321,AOLE,12606,13488
35225,10297,SOTS,12424,38871
79260,10176,UGWS,14469,39848
49203,10314,BDESS,12966,32325
53162,10285,CCZES,13144,33209
43639,10244,BRDUAA,12687,30942
40331,10331,BCOGR,12502,30030
64706,10272,CUTRAA,13733,36126
48919,10298,CMATM,12958,32206
50227,10318,ABYRAA,10070,32581
69501,10310,CJIAEA,11719,37335
14828,10328,AGTISA,13247,33771
59132,10294,CCSOAA,13443,34768
36924,10021,AAANI,14342,39254
48510,10308,OUNS,12932,32146
23718,10311,AMOSSA,10393,13123
37642,10121,AAAPSA,10061,39462
42679,10289,CTIRAA,12633,26454
61071,10304,CVNSI,13551,35225
74938,10280,AAMMNA,14239,38763
6785,10291,BAORS,12835,15490
76741,10287,BDROI,14329,39125
42250,10321,AOLE,12601,30522
33858,10300,CTBAA,14195,38440
69542,10310,CJIAEA,13976,37324
37819,10121,AAAPSA,14381,39404
20233,10288,CGAIE,13516,35047
5346,10306,BSTISA,12768,31330
75086,10280,AAMMNA,14242,10265
57319,10258,BMAUA,13361,34331
19627,10320,BFNTAA,10862,34934
19897,10320,BFNTAA,13493,34936
56542,10256,CVERSA,13338,34112
72820,10309,CAOESA,14148,38287
57398,10258,BMAUA,13372,34368
33443,10268,BPLAS,11172,19395
23145,10301,AFRBIA,10214,35775
32044,10283,CFSOS,14106,22893
26071,10261,CHNAS,11659,36577
70250,10245,THAR,14010,37540
67984,10254,CFLOAA,13895,22948
61073,10304,CVNSI,12095,35201
76948,10021,AAANI,10019,39227
67760,10254,CFLOAA,13889,36915
21646,10269,BXOPS,13583,35451
71742,10336,MOIS,14086,37900
54395,10266,BPETS,13207,33551
42236,10321,AOLE,12614,13507
502,10296,AMLISA,12539,30160
61573,10248,CSENX,13562,35309
14472,10307,ACURSA,13221,33617
50145,10318,ABYRAA,10072,32513
30930,10326,CPGUS,14048,24911
8012,10282,BBSWI,12915,15744
12015,10286,ADURS,13105,11201
52865,10285,CCZES,13152,33240
61566,10248,CSENX,13574,35373
35677,10312,BIIZIA,14297,38984
21156,10304,CVNSI,13544,35280
34099,10264,CLNUS,14208,24055
38986,10053,CQSIRA,14445,39754
30792,10332,ACMBA,14027,10896
31256,10243,BBII,14075,37894
73025,10309,CAOESA,14157,38239
2804,10278,CPMOAA,12645,30772
28752,10252,CNCYE,13924,37174
60555,10337,BCRNI,13528,35101
20830,10304,CVNSI,12095,26789
75595,10297,SOTS,14264,29390
52774,10299,AACIMA,10046,10395
34984,10280,AAMMNA,14255,38776
60270,10288,CGAIE,13514,23231
40667,10296,AMLISA,12524,13119
42330,10321,AOLE,12616,30576
75883,10312,BIIZIA,14281,17632
46717,10291,BAORS,12831,31685
71989,10336,MOIS,14082,28590
69715,10240,BRIGSA,11218,37476
63242,10303,BNITSA,13671,35878
70840,10326,CPGUS,11862,37761
6721,10291,BAORS,12838,31676
52799,10299,AACIMA,13139,33167
9781,10322,CPIFIA,12981,32432
58836,10294,CCSOAA,13442,34788
35369,10297,SOTS,14278,29361
60654,10337,BCRNI,13527,35117
52664,10299,AACIMA,13134,10390
23535,10303,BNITSA,13668,18486
55499,10275,CSPOAA,12008,33898
49431,10314,BDESS,10806,32355
59553,10241,CMHOIA,11803,34878
30127,10245,THAR,12451,29615
40768,10296,AMLISA,12532,30146
59425,10241,CMHOIA,13477,34845
18883,10294,CCSOAA,13446,34783
42407,10289,CTIRAA,12637,30607
60648,10337,BCRNI,13523,35192
48841,10298,CMATM,11812,24504
70247,10245,THAR,14009,37575
42079,10321,AOLE,12615,30509
34446,10448,AABIS,14220,38683
79180,10053,CQSIRA,14449,39729
73836,10300,CTBAA,14194,38497
56937,10290,CAENAA,13344,34282
60588,10337,BCRNI,13519,35137
68194,10273,AGBAS,10232,37095
6315,10251,ATNTI,12816,31564
15764,10247,ASHUIA,13288,33944
6282,10251,ATNTI,12809,15069
56573,10256,CVERSA,13338,34128
79950,10257,CIULM,14479,23603
77341,10277,AENBI,10177,11413
65910,10319,CPNEI,11871,24980
15807,10247,ASHUIA,10578,33961
72734,10329,CSDES,14133,38140
75436,10297,SOTS,14259,38835
65213,10274,BWTZI,13773,36351
32498,10329,CSDES,14126,38196
79719,10257,CIULM,14484,39952
58292,10302,BOENXA,11083,34508
9308,10314,BDESS,12976,32395
23518,10303,BNITSA,11064,18517
33031,10309,CAOESA,14142,21119
70037,10245,THAR,12452,37513
68320,10273,AGBAS,13913,37075
63596,10303,BNITSA,13671,18494
62814,10301,AFRBIA,13656,35797
3280,10255,CHPISA,12677,23378
8146,10282,BBSWI,12903,32012
46714,10291,BAORS,10689,31626
65790,10319,CPNEI,13796,36436
75159,10280,AAMMNA,14256,38722
59288,10241,CMHOIA,11802,34861
15424,10275,CSPOAA,13276,33821
77645,10121,AAAPSA,14393,10511
42216,10321,AOLE,12618,13501
39542,10176,UGWS,14473,39800
41896,10250,AEBII,12582,11365
41597,10295,CZNSIA,12573,30364
43798,10244,BRDUAA,11195,19580
75580,10297,SOTS,14273,38806
65711,10319,CPNEI,11873,36469
51010,10265,CPTUS,13054,25278
59045,10294,CCSOAA,13446,34743
23247,10303,BNITSA,13672,35801
40227,10331,BCOGR,12517,15935
52404,10299,AACIMA,13124,10395
1057,10276,CSPAS,12544,30246
77985,10121,AAAPSA,14392,10485
46846,10279,CTNNIA,12854,31705
74085,10264,CLNUS,14201,24059
60293,10288,CGAIE,13503,23202
